Attempt,Covariate,Dataset,Correlation,AbsoluteCorrelation,SampleSize,SampleSizeIncluded,ESS
3,mean_bmi,Weighted,0.0151994375109626,0.0151994375109626,31989354,31989354,10983791.6216818
3,smoke_rate,Weighted,-0.0811946505847423,0.0811946505847423,31989354,31989354,10983791.6216818
3,hispanic,Weighted,0.0405392794811794,0.0405392794811794,31989354,31989354,10983791.6216818
3,prop_blk,Weighted,0.0618808841493015,0.0618808841493015,31989354,31989354,10983791.6216818
3,PIR,Weighted,0.0420566424793379,0.0420566424793379,31989354,31989354,10983791.6216818
3,poverty,Weighted,0.00124161656110985,0.00124161656110985,31989354,31989354,10983791.6216818
3,education,Weighted,0.0793245143470033,0.0793245143470033,31989354,31989354,10983791.6216818
3,popdensity,Weighted,0.0773604759622616,0.0773604759622616,31989354,31989354,10983791.6216818
3,prop_owner_occ,Weighted,-0.0734293001483318,0.0734293001483318,31989354,31989354,10983791.6216818
3,summer_tmmx,Weighted,0.0488151225229568,0.0488151225229568,31989354,31989354,10983791.6216818
3,summer_rmax,Weighted,0.00830292448375307,0.00830292448375307,31989354,31989354,10983791.6216818
3,MW,Weighted,0.0398876302245641,0.0398876302245641,31989354,31989354,10983791.6216818
3,NE,Weighted,-0.0506618030447029,0.0506618030447029,31989354,31989354,10983791.6216818
3,S,Weighted,-0.0356700275763779,0.0356700275763779,31989354,31989354,10983791.6216818
3,W,Weighted,0.0498289465754172,0.0498289465754172,31989354,31989354,10983791.6216818
3,mean_bmi,Unweighted,0.00511172364934455,0.00511172364934455,31989354,-1,31989354
3,smoke_rate,Unweighted,-0.0801703157604454,0.0801703157604454,31989354,-1,31989354
3,hispanic,Unweighted,-0.0230199745375218,0.0230199745375218,31989354,-1,31989354
3,prop_blk,Unweighted,0.188161648387584,0.188161648387584,31989354,-1,31989354
3,PIR,Unweighted,-0.06511093739461,0.06511093739461,31989354,-1,31989354
3,poverty,Unweighted,0.0906246350990576,0.0906246350990576,31989354,-1,31989354
3,education,Unweighted,0.28634351290092,0.28634351290092,31989354,-1,31989354
3,popdensity,Unweighted,0.103183791329504,0.103183791329504,31989354,-1,31989354
3,prop_owner_occ,Unweighted,-0.0952883147861955,0.0952883147861955,31989354,-1,31989354
3,summer_tmmx,Unweighted,0.0586701955704456,0.0586701955704456,31989354,-1,31989354
3,summer_rmax,Unweighted,0.207483093680604,0.207483093680604,31989354,-1,31989354
3,MW,Unweighted,0.141512464637512,0.141512464637512,31989354,-1,31989354
3,NE,Unweighted,-0.0587611811886737,0.0587611811886737,31989354,-1,31989354
3,S,Unweighted,0.117570220425142,0.117570220425142,31989354,-1,31989354
3,W,Unweighted,-0.231847154940094,0.231847154940094,31989354,-1,31989354
