Attempt,Covariate,Dataset,Correlation,AbsoluteCorrelation,SampleSize,SampleSizeIncluded,ESS
23,mean_bmi,Matched,-0.0111002309625011,0.0111002309625011,31989354,22597444,222103.976853043
23,smoke_rate,Matched,-0.0626804377150391,0.0626804377150391,31989354,22597444,222103.976853043
23,hispanic,Matched,0.100131073991741,0.100131073991741,31989354,22597444,222103.976853043
23,prop_blk,Matched,0.114296352616185,0.114296352616185,31989354,22597444,222103.976853043
23,PIR,Matched,0.0395974635936134,0.0395974635936134,31989354,22597444,222103.976853043
23,poverty,Matched,0.00958864087940489,0.00958864087940489,31989354,22597444,222103.976853043
23,education,Matched,0.0398939568233732,0.0398939568233732,31989354,22597444,222103.976853043
23,popdensity,Matched,0.0692469164081183,0.0692469164081183,31989354,22597444,222103.976853043
23,prop_owner_occ,Matched,-0.0715822458041149,0.0715822458041149,31989354,22597444,222103.976853043
23,summer_tmmx,Matched,0.10857387694187,0.10857387694187,31989354,22597444,222103.976853043
23,summer_rmax,Matched,-0.0225156433328368,0.0225156433328368,31989354,22597444,222103.976853043
23,MW,Matched,-0.120593800256513,0.120593800256513,31989354,22597444,222103.976853043
23,NE,Matched,0.0204472750007491,0.0204472750007491,31989354,22597444,222103.976853043
23,S,Matched,0.0523037513684388,0.0523037513684388,31989354,22597444,222103.976853043
23,W,Matched,0.0391732902649378,0.0391732902649378,31989354,22597444,222103.976853043
23,mean_bmi,Unmatched,0.00511172364934455,0.00511172364934455,31989354,-1,31989354
23,smoke_rate,Unmatched,-0.0801703157604454,0.0801703157604454,31989354,-1,31989354
23,hispanic,Unmatched,-0.0230199745375218,0.0230199745375218,31989354,-1,31989354
23,prop_blk,Unmatched,0.188161648387584,0.188161648387584,31989354,-1,31989354
23,PIR,Unmatched,-0.06511093739461,0.06511093739461,31989354,-1,31989354
23,poverty,Unmatched,0.0906246350990576,0.0906246350990576,31989354,-1,31989354
23,education,Unmatched,0.28634351290092,0.28634351290092,31989354,-1,31989354
23,popdensity,Unmatched,0.103183791329504,0.103183791329504,31989354,-1,31989354
23,prop_owner_occ,Unmatched,-0.0952883147861955,0.0952883147861955,31989354,-1,31989354
23,summer_tmmx,Unmatched,0.0586701955704456,0.0586701955704456,31989354,-1,31989354
23,summer_rmax,Unmatched,0.207483093680604,0.207483093680604,31989354,-1,31989354
23,MW,Unmatched,0.141512464637512,0.141512464637512,31989354,-1,31989354
23,NE,Unmatched,-0.0587611811886737,0.0587611811886737,31989354,-1,31989354
23,S,Unmatched,0.117570220425142,0.117570220425142,31989354,-1,31989354
23,W,Unmatched,-0.231847154940094,0.231847154940094,31989354,-1,31989354
